Palavras,Solucoes
"('w', 'o', 'o', 't', 'w', '-', '-', '-', 't')",66
"('-', 't', 'o', '-', 't', 'w', '-', 'w', 'o')",80
"('-', 'w', 'w', 't', 't', 'o', 'o', '-', '-')",79
"('w', '-', 't', '-', 't', 'o', '-', 'w', 'o')",0
"('o', '-', 'w', 'o', '-', 't', '-', 't', 'w')",100
"('w', 'w', 't', '-', '-', 'o', '-', 't', 'o')",90
"('t', 'w', 't', '-', '-', 'o', 'w', '-', 'o')",0
"('o', 'o', 't', 'w', 'w', '-', '-', '-', 't')",0
"('w', 'o', 't', '-', 'o', 't', '-', 'w', '-')",59
"('-', 't', '-', 'o', '-', 'w', 'w', 't', 'o')",75
"('-', 't', 'w', 'o', 't', '-', 'w', '-', 'o')",62
"('w', '-', 't', 't', '-', 'o', 'w', '-', 'o')",0
"('-', '-', 'w', 'w', 't', 'o', 'o', 't', '-')",105
"('t', 'o', '-', 't', '-', '-', 'o', 'w', 'w')",72
"('w', '-', '-', 'w', 'o', 'o', 't', '-', 't')",79
"('t', '-', 'w', 'o', 't', '-', 'o', '-', 'w')",0
"('w', '-', 'o', 'o', 'w', 't', '-', 't', '-')",75
"('o', '-', 't', '-', 't', 'o', '-', 'w', 'w')",21
"('-', 'w', '-', 't', 'o', '-', 'w', 'o', 't')",60
"('w', '-', '-', 't', 'o', 'w', 'o', '-', 't')",69
"('w', 't', 'o', 't', '-', '-', '-', 'o', 'w')",54
"('w', '-', '-', 'w', 'o', 't', 'o', '-', 't')",120
"('o', 'o', '-', '-', 't', 'w', 't', '-', 'w')",120
"('-', 'o', 'w', '-', 't', '-', 't', 'o', 'w')",0
"('-', 't', 't', 'o', '-', 'o', 'w', 'w', '-')",84
"('-', 't', 'o', 'o', 'w', 't', 'w', '-', '-')",69
"('w', '-', '-', 't', 't', 'o', 'o', '-', 'w')",72
"('w', '-', 'o', '-', 't', 'o', 't', 'w', '-')",48
"('w', '-', 't', '-', 'w', 'o', 't', 'o', '-')",63
"('o', '-', 'o', '-', 'w', '-', 't', 'w', 't')",0
"('w', '-', 'w', 't', 'o', '-', 't', 'o', '-')",0
"('t', 't', '-', '-', 'o', 'w', 'o', '-', 'w')",120
"('w', 't', '-', 'o', 'w', 'o', '-', '-', 't')",79
"('o', 't', 't', '-', 'o', '-', 'w', '-', 'w')",84
"('o', 'w', 'o', 'w', '-', '-', '-', 't', 't')",99
"('t', 'o', '-', '-', 'w', 'o', 'w', 't', '-')",44
"('-', 'o', '-', 'w', 't', 'o', 't', '-', 'w')",46
"('t', '-', 'o', 'w', 'o', 't', '-', '-', 'w')",65
"('t', 'w', 'o', '-', 't', 'w', 'o', '-', '-')",79
"('w', 'w', 't', 'o', 'o', 't', '-', '-', '-')",42
"('o', 'o', 't', 't', 'w', '-', 'w', '-', '-')",70
"('-', 't', 'o', 'w', 'o', '-', 't', '-', 'w')",46
"('-', 't', 'o', 'w', '-', 't', '-', 'w', 'o')",0
"('w', 't', '-', 'w', '-', 'o', 'o', 't', '-')",85
"('-', 'w', 't', 't', '-', 'o', 'w', 'o', '-')",56
"('-', '-', 't', 'o', 'w', 'w', 'o', 't', '-')",0
"('t', 't', '-', '-', 'w', 'w', 'o', '-', 'o')",84
"('t', '-', 'w', 'o', 't', 'w', '-', '-', 'o')",57
"('-', 'o', 'w', '-', 't', 'w', 'o', 't', '-')",80
"('t', 'w', 'w', '-', '-', 'o', 't', '-', 'o')",0
"('-', 'o', 'o', 't', '-', '-', 'w', 'w', 't')",71
"('-', '-', 't', 't', '-', 'w', 'w', 'o', 'o')",74
"('t', 'w', 'o', '-', 'o', 't', 'w', '-', '-')",69
"('w', '-', 'o', 'o', 't', 'w', '-', '-', 't')",56
"('o', '-', 'o', 't', '-', 'w', 'w', '-', 't')",48
"('-', '-', 'o', 't', 't', 'w', 'w', 'o', '-')",63
"('w', '-', 'o', 't', '-', 'o', '-', 't', 'w')",44
"('w', '-', '-', 't', 'w', 'o', 'o', 't', '-')",71
"('-', '-', 't', 't', '-', 'w', 'o', 'w', 'o')",42
"('-', 't', '-', 'o', '-', 'o', 't', 'w', 'w')",70
"('-', 'w', 'o', 'o', '-', 'w', 't', '-', 't')",36
"('t', '-', 't', 'o', '-', 'w', 'w', '-', 'o')",48
"('-', 't', 'o', '-', 't', '-', 'w', 'o', 'w')",52
"('o', 'w', '-', '-', 'w', 't', 'o', 't', '-')",0
"('-', 'w', 't', '-', 'w', '-', 'o', 't', 'o')",52
"('o', '-', 't', 'w', 'w', '-', 'o', 't', '-')",0
"('o', '-', 'o', '-', 't', 'w', '-', 't', 'w')",0
"('t', '-', 'o', 'o', '-', 'w', 't', '-', 'w')",0
"('w', 'w', 't', '-', 't', '-', 'o', 'o', '-')",33
"('-', 'o', '-', 't', '-', 't', 'w', 'w', 'o')",75
"('o', '-', 'o', 't', 'w', 't', 'w', '-', '-')",48
"('w', '-', 't', 'w', 'o', '-', '-', 'o', 't')",0
"('w', '-', 'o', 't', 'w', '-', '-', 'o', 't')",54
"('t', 'w', '-', '-', '-', 't', 'o', 'o', 'w')",75
"('-', 'o', 't', 'w', '-', 't', 'w', '-', 'o')",0
"('w', '-', '-', 't', 'w', 'o', 't', 'o', '-')",0
"('t', '-', 'w', 'o', 'o', '-', 'w', '-', 't')",72
"('o', 'w', 'w', 'o', '-', '-', 't', 't', '-')",56
"('-', 'o', 'w', 't', 'o', '-', 'w', '-', 't')",62
"('w', 'o', 't', '-', 't', '-', '-', 'o', 'w')",75
"('w', '-', 'w', 't', '-', 't', 'o', '-', 'o')",200
"('t', '-', 't', 'w', '-', 'o', 'o', '-', 'w')",48
"('-', 't', 'o', '-', 'w', 'o', '-', 'w', 't')",0
"('-', '-', 'w', 'w', '-', 't', 't', 'o', 'o')",74
"('t', '-', 'w', 't', 'o', '-', '-', 'o', 'w')",0
"('-', 'w', '-', '-', 't', 'o', 't', 'w', 'o')",0
"('o', 'o', '-', '-', 't', 'w', 'w', 't', '-')",0
"('o', '-', '-', 't', 'w', 'w', 't', '-', 'o')",0
"('-', '-', 'w', 'o', '-', 't', 't', 'w', 'o')",82
"('-', 'o', 't', 'w', '-', 'o', '-', 't', 'w')",54
"('w', 'o', 't', 't', '-', '-', 'o', '-', 'w')",69
"('w', 'w', '-', 't', 'o', 't', '-', 'o', '-')",0
"('w', '-', 't', 'o', '-', 'w', 't', 'o', '-')",86
"('w', '-', 't', 'o', '-', '-', 'w', 'o', 't')",0
"('o', 'w', '-', '-', 't', 'w', 'o', '-', 't')",0
"('t', 'w', '-', 'w', 't', '-', '-', 'o', 'o')",32
"('-', 't', 't', '-', 'w', '-', 'o', 'o', 'w')",62
"('t', 'w', '-', '-', 'o', 'o', 't', 'w', '-')",0
"('-', 't', '-', 'w', '-', 'o', 't', 'o', 'w')",51
"('-', '-', 'w', '-', 'o', 't', 'o', 'w', 't')",80
"('o', '-', 't', 't', 'w', 'o', 'w', '-', '-')",48
"('-', '-', 'w', 't', 'o', '-', 't', 'o', 'w')",0
"('o', '-', 'w', 't', '-', 'w', 'o', '-', 't')",0
"('w', '-', 'w', '-', 'o', '-', 'o', 't', 't')",70
"('-', '-', '-', 'w', 't', 'o', 't', 'o', 'w')",51
"('o', 'o', 'w', '-', 'w', 't', 't', '-', '-')",79
"('w', 't', 'o', '-', 'o', 'w', 't', '-', '-')",69
"('w', 't', '-', 'w', '-', 'o', 't', 'o', '-')",73
"('o', 'o', 't', 'w', '-', 't', '-', '-', 'w')",57
"('t', 't', 'o', 'w', 'w', '-', '-', 'o', '-')",48
"('-', 'o', '-', 'w', 'w', 'o', 't', 't', '-')",33
"('t', '-', '-', 't', 'w', '-', 'w', 'o', 'o')",72
"('w', 't', '-', 'o', '-', 'w', 't', '-', 'o')",69
"('-', 'o', 'w', 't', '-', 'w', '-', 'o', 't')",80
"('w', 't', 't', '-', '-', 'w', 'o', '-', 'o')",36
"('-', 'o', 't', 't', 'w', '-', 'w', 'o', '-')",65
"('o', 'w', 'w', 't', '-', 't', '-', '-', 'o')",65
"('t', 'o', '-', '-', 'w', 'w', '-', 't', 'o')",67
"('o', 'o', '-', 'w', 'w', 't', '-', 't', '-')",48
"('w', '-', '-', 't', 'o', 't', 'w', 'o', '-')",0
"('-', 'w', 't', '-', 'o', '-', 't', 'w', 'o')",0
"('w', 't', '-', '-', 't', '-', 'o', 'w', 'o')",60
"('t', 'o', 'w', '-', 'o', 'w', '-', 't', '-')",59
"('-', 't', 'o', 'o', '-', 'w', 'w', '-', 't')",86
"('w', 'o', '-', '-', 't', 'o', 't', 'w', '-')",44
"('t', '-', 'w', '-', 'o', 'w', 'o', '-', 't')",51
"('-', 'o', 'o', 't', 'w', 'w', '-', 't', '-')",48
"('-', 'w', '-', 'o', 'o', 't', 't', 'w', '-')",0
"('t', '-', 'w', '-', 'w', 'o', 't', '-', 'o')",0
"('o', '-', 't', 'w', '-', 't', '-', 'o', 'w')",44
"('o', '-', 't', '-', 'o', '-', 'w', 't', 'w')",67
"('w', 't', '-', '-', 't', 'o', 'w', '-', 'o')",0
"('w', 'w', 'o', 'o', 't', '-', '-', '-', 't')",79
"('w', '-', '-', 'o', 'w', 'o', 't', 't', '-')",36
"('t', 't', '-', 'w', 'w', '-', '-', 'o', 'o')",32
"('o', '-', 'w', '-', 't', 't', '-', 'o', 'w')",0
"('o', '-', 'w', 'w', 't', 'o', '-', '-', 't')",56
"('w', 'o', 't', '-', '-', 'o', '-', 'w', 't')",0
"('-', 'o', '-', 't', 'o', 't', '-', 'w', 'w')",68
"('o', '-', 't', '-', '-', 'w', 'o', 'w', 't')",0
"('t', '-', 'o', 'w', 'o', 't', 'w', '-', '-')",0
"('-', '-', 'w', 'o', '-', 'w', 'o', 't', 't')",0
"('w', 'o', 'o', 't', 't', 'w', '-', '-', '-')",93
"('-', 't', 'w', 'o', 't', '-', 'o', 'w', '-')",0
"('o', 'o', '-', 'w', 'w', 't', 't', '-', '-')",56
"('-', 'w', '-', 't', 'w', 't', '-', 'o', 'o')",68
"('-', 'w', 'o', '-', '-', 't', 'w', 'o', 't')",80
"('-', '-', 'w', 'o', 't', 't', 'w', 'o', '-')",57
"('t', 't', 'o', '-', '-', 'w', 'w', 'o', '-')",63
"('-', 'o', 't', 'o', 't', 'w', '-', '-', 'w')",0
"('o', '-', '-', 't', 'w', 't', 'o', 'w', '-')",0
"('w', 'w', 't', 't', 'o', '-', '-', '-', 'o')",79
"('-', 'o', 't', 'w', '-', 'w', 'o', 't', '-')",56
"('o', 't', 'w', 't', '-', '-', '-', 'o', 'w')",120
"('w', 't', 'w', '-', '-', '-', 't', 'o', 'o')",70
"('-', '-', 't', 'w', 'w', '-', 'o', 't', 'o')",67
"('-', 'w', 'o', '-', 't', 'w', 't', 'o', '-')",48
"('t', 'o', '-', 't', '-', 'w', 'o', 'w', '-')",73
"('t', '-', 'w', '-', 'w', 'o', 'o', 't', '-')",57
"('w', 'w', '-', 't', 'o', '-', '-', 't', 'o')",84
"('o', 't', 't', 'o', 'w', '-', '-', '-', 'w')",70
"('t', 'o', '-', 'w', 't', 'o', '-', '-', 'w')",66
"('w', '-', 'o', '-', 't', 'o', '-', 'w', 't')",63
"('o', 't', '-', '-', '-', 'o', 'w', 't', 'w')",0
"('w', 't', '-', '-', '-', 'w', 'o', 'o', 't')",75
"('-', 'o', 't', 'w', 'w', '-', 't', '-', 'o')",83
"('-', 'o', '-', '-', 't', 'o', 'w', 't', 'w')",60
"('t', 'o', 'w', 't', 'w', 'o', '-', '-', '-')",30
"('-', '-', 'w', 't', 't', 'o', 'o', '-', 'w')",0
"('w', 'o', 't', '-', 't', 'o', '-', '-', 'w')",28
"('t', 'o', 'o', '-', 'w', 'w', '-', '-', 't')",28
"('w', 't', 'w', '-', 'o', 'o', '-', '-', 't')",71
"('o', 'w', '-', '-', '-', 't', 'w', 't', 'o')",51
"('o', '-', 't', 'o', 'w', 't', '-', '-', 'w')",68
"('-', 't', '-', '-', 'o', 'w', 'o', 't', 'w')",0
"('t', '-', '-', 'o', 't', 'w', 'o', '-', 'w')",0
"('o', '-', '-', 't', 'w', 'w', 'o', '-', 't')",0
"('-', 'w', '-', 'o', '-', 't', 't', 'o', 'w')",76
"('t', 'o', 'w', 'o', '-', '-', 'w', 't', '-')",71
"('o', '-', 'w', 't', 't', 'w', '-', '-', 'o')",57
"('-', 'w', 't', '-', 'o', 'o', 't', 'w', '-')",90
"('t', 'o', 'w', '-', 'w', '-', 't', '-', 'o')",0
"('o', 't', '-', 'w', 't', '-', 'w', 'o', '-')",0
"('-', '-', 'o', 't', 'w', '-', 't', 'o', 'w')",0
"('-', 't', 't', '-', 'o', 'w', 'w', 'o', '-')",90
"('o', '-', 'o', 'w', 'w', 't', '-', 't', '-')",75
"('t', 't', 'o', '-', 'w', 'w', '-', 'o', '-')",58
"('o', 't', 'w', 't', '-', '-', 'w', 'o', '-')",71
"('-', 't', '-', 'o', 'w', '-', 'w', 'o', 't')",52
"('w', 'w', '-', '-', '-', 'o', 'o', 't', 't')",93
"('-', '-', 'w', 'o', 'o', '-', 'w', 't', 't')",93
"('-', '-', '-', 'w', 't', 't', 'o', 'w', 'o')",62
"('w', 'o', 't', 'w', '-', 't', '-', '-', 'o')",68
"('o', 'w', 'o', 'w', 't', '-', '-', 't', '-')",0
"('o', 'o', 'w', '-', '-', '-', 't', 't', 'w')",0
"('t', 'o', '-', '-', 'w', 'o', 't', '-', 'w')",0
"('o', 'w', 't', 'w', '-', '-', 'o', '-', 't')",0
"('-', 't', 't', 'w', 'o', '-', 'w', '-', 'o')",0
"('-', 'o', 't', 't', 'o', 'w', 'w', '-', '-')",66
"('w', 'o', '-', '-', 't', '-', 'o', 't', 'w')",60
"('-', '-', 'o', 'o', 't', 'w', 't', '-', 'w')",0
"('w', '-', '-', 't', 'w', '-', 'o', 't', 'o')",68
"('t', 'w', 'o', '-', 't', '-', '-', 'o', 'w')",52
"('w', '-', 'o', 'o', '-', 't', '-', 'w', 't')",0
"('-', 'o', 't', '-', 't', 'o', 'w', 'w', '-')",20
"('w', '-', 't', 'o', 'o', '-', 'w', '-', 't')",0
"('w', 'o', 'o', 't', 't', '-', 'w', '-', '-')",0
"('t', 'w', '-', '-', 'o', 'o', 't', '-', 'w')",0
"('-', 'w', 'w', 't', '-', '-', 't', 'o', 'o')",0
"('-', 't', 't', 'o', '-', 'w', 'o', 'w', '-')",0
"('o', 't', '-', 'w', 'o', 't', 'w', '-', '-')",0
"('o', 't', 'w', 'o', '-', '-', 't', '-', 'w')",120
"('t', 'o', 'o', '-', 'w', 't', '-', 'w', '-')",75
"('-', 't', 'w', '-', 'w', 't', 'o', 'o', '-')",20
"('-', 't', 'o', 'o', 'w', 'w', 't', '-', '-')",69
"('w', 'o', 't', 'o', '-', 'w', '-', 't', '-')",75
"('o', '-', '-', 'o', 'w', 't', 't', '-', 'w')",80
"('t', 'w', '-', 'o', 'w', 't', 'o', '-', '-')",0
"('o', 'o', '-', 't', '-', '-', 'w', 't', 'w')",68
"('-', 'o', '-', 'w', '-', 't', 'w', 'o', 't')",0
"('t', 'w', '-', '-', '-', 'o', 't', 'w', 'o')",0
"('-', 'w', '-', 't', 'w', 't', 'o', 'o', '-')",74
"('w', '-', 'w', 't', 't', '-', 'o', 'o', '-')",36
"('t', 'w', 'w', 'o', 't', '-', '-', 'o', '-')",56
"('-', 't', 'o', '-', 't', 'o', '-', 'w', 'w')",24
"('w', 't', '-', 'w', '-', '-', 't', 'o', 'o')",72
"('-', 'w', 'o', 't', '-', 'w', 'o', 't', '-')",57
"('t', 'w', '-', 'w', 'o', 'o', '-', 't', '-')",56
"('w', 'o', 't', '-', '-', 'o', 't', '-', 'w')",56
"('o', 'o', '-', 't', 'w', '-', 'w', 't', '-')",36
"('t', '-', '-', 'o', 'o', 'w', 'w', 't', '-')",71
"('-', '-', '-', 'w', 'w', 'o', 't', 't', 'o')",0
"('w', '-', 'o', 't', 't', '-', 'w', '-', 'o')",0
"('t', '-', 'w', '-', 'w', '-', 't', 'o', 'o')",0
"('o', '-', 't', 'w', 'o', '-', '-', 't', 'w')",54
"('t', 't', 'w', 'o', '-', 'w', '-', 'o', '-')",66
"('-', 'o', 'o', '-', 't', 'w', '-', 'w', 't')",24
"('-', 'w', '-', '-', 't', 'o', 'w', 't', 'o')",0
"('o', 't', 't', '-', '-', 'w', 'w', '-', 'o')",56
"('-', 'w', 'o', 't', 'o', '-', 'w', 't', '-')",44
"('t', 'w', 't', '-', '-', '-', 'o', 'o', 'w')",75
"('o', 't', 'w', 'w', '-', 'o', '-', 't', '-')",0
"('o', 'w', 'w', '-', '-', '-', 't', 't', 'o')",71
"('w', '-', 't', '-', 't', 'o', 'o', 'w', '-')",57
"('w', '-', 'o', '-', 'o', 't', 't', '-', 'w')",56
"('-', '-', 't', 'w', 'o', '-', 'o', 'w', 't')",105
"('-', 'w', 'o', 't', 'o', 'w', 't', '-', '-')",0
"('w', 'o', 't', 't', '-', 'w', '-', '-', 'o')",56
"('-', '-', 't', 'o', 't', 'w', '-', 'w', 'o')",54
"('t', '-', 'o', 'w', '-', '-', 'o', 'w', 't')",72
"('-', 't', 'w', 'o', 't', 'o', 'w', '-', '-')",66
"('-', '-', '-', 'w', 'o', 't', 't', 'w', 'o')",76
"('-', 't', 'o', 't', 'w', '-', 'o', '-', 'w')",83
"('-', 't', 'o', '-', 'w', 'w', 't', '-', 'o')",0
"('-', 'w', 't', 'o', '-', 'w', 't', 'o', '-')",57
"('t', 'o', 'w', 'o', 'w', '-', '-', '-', 't')",66
"('o', '-', '-', 'w', 'o', 't', 't', 'w', '-')",71
"('-', 't', 'w', 'w', '-', '-', 'o', 'o', 't')",75
"('o', 't', 'w', 't', '-', '-', '-', 'w', 'o')",54
"('t', 'o', 'w', 'o', '-', 'w', '-', '-', 't')",57
"('t', 'o', 'o', '-', 'w', '-', '-', 'w', 't')",75
"('-', 't', 'w', '-', 't', '-', 'w', 'o', 'o')",48
"('-', 'w', 'o', 'w', '-', '-', 't', 'o', 't')",67
"('o', '-', 't', '-', '-', 'o', 'w', 't', 'w')",42
"('t', 't', '-', 'o', '-', 'w', 'w', '-', 'o')",72
"('t', 'o', 't', '-', '-', '-', 'w', 'o', 'w')",0
"('t', 'w', 't', '-', 'w', 'o', 'o', '-', '-')",66
"('-', 't', 'o', 'w', 'w', '-', 't', 'o', '-')",63
"('w', '-', 'o', '-', 't', '-', 'o', 't', 'w')",75
"('o', '-', 'o', 't', '-', 'w', '-', 'w', 't')",64
"('t', 'w', '-', 'o', 'w', '-', 'o', 't', '-')",0
"('-', 'w', 'w', 't', '-', '-', 'o', 'o', 't')",71
"('t', 'w', '-', '-', 'o', 't', '-', 'o', 'w')",0
"('o', 'w', 't', 't', 'o', 'w', '-', '-', '-')",93
"('o', 'w', '-', 'w', 'o', 't', '-', '-', 't')",0
"('-', 'w', 'o', '-', 't', 't', 'o', 'w', '-')",90
"('w', 't', 'o', '-', 't', 'w', '-', 'o', '-')",57
"('o', 'o', 'w', 'w', '-', '-', 't', 't', '-')",36
"('o', 'o', 't', '-', '-', 'w', '-', 't', 'w')",90
"('o', '-', '-', 'w', '-', 'o', 'w', 't', 't')",0
"('t', '-', 'w', '-', 'o', '-', 'w', 't', 'o')",76
"('-', 'w', 'o', 't', '-', 't', 'w', 'o', '-')",56
"('w', 'o', 't', 'o', '-', 't', '-', '-', 'w')",57
"('-', 'w', '-', 'w', 'o', 'o', 't', 't', '-')",33
"('t', 't', 'w', '-', 'o', '-', '-', 'o', 'w')",0
"('-', 'o', 't', 'w', '-', 't', '-', 'o', 'w')",80
"('t', 'o', 't', 'o', '-', '-', 'w', 'w', '-')",36
"('-', '-', 'w', 't', 'w', 't', '-', 'o', 'o')",21
"('-', 'o', 'w', 't', '-', 'w', 'o', '-', 't')",51
"('w', '-', 'o', 'w', 't', 'o', '-', '-', 't')",68
"('-', '-', 't', 'o', 'w', 't', 'o', '-', 'w')",0
"('t', 'o', 'o', 'w', 't', 'w', '-', '-', '-')",93
"('o', 't', 't', '-', 'o', 'w', 'w', '-', '-')",79
"('-', 'w', 't', 'w', '-', 'o', 'o', '-', 't')",0
"('w', 't', 'o', '-', '-', 'o', 't', 'w', '-')",48
"('o', 't', '-', 't', '-', 'w', 'w', 'o', '-')",71
"('o', 'w', '-', 't', 'w', 't', 'o', '-', '-')",0
"('t', 'o', 'w', 'o', '-', 'w', '-', 't', '-')",66
"('-', '-', 'o', 'w', 'w', '-', 't', 't', 'o')",0
"('t', '-', 'o', 'w', 'o', 'w', '-', 't', '-')",58
"('w', 'o', '-', 'w', '-', 't', '-', 'o', 't')",0
"('w', 'w', 'o', '-', 't', 'o', '-', 't', '-')",0
"('t', 'w', 'w', '-', 'o', '-', 't', 'o', '-')",0
"('t', 'w', '-', '-', 'w', 't', 'o', 'o', '-')",74
"('t', '-', '-', 'w', 'o', 'w', '-', 't', 'o')",77
"('o', 't', '-', '-', 'w', 't', '-', 'o', 'w')",67
"('w', 'o', '-', 'w', 't', 't', '-', '-', 'o')",70
"('o', '-', '-', '-', 'w', 'o', 't', 'w', 't')",0
"('w', 'o', 'o', '-', 't', 'w', '-', '-', 't')",71
"('o', 'w', '-', '-', 't', 't', 'w', '-', 'o')",46
"('-', '-', 'w', 'o', 't', '-', 'w', 'o', 't')",76
"('w', '-', 't', 'o', '-', 'o', 'w', 't', '-')",0
"('t', 'w', '-', 'o', 'w', 't', '-', '-', 'o')",55
"('-', '-', 'w', 't', '-', 'w', 't', 'o', 'o')",0
"('w', 'w', 't', 'o', 'o', '-', '-', 't', '-')",48
"('w', '-', 't', 't', '-', 'o', 'w', 'o', '-')",0
"('-', 'w', 'w', 't', '-', 'o', 'o', '-', 't')",56
"('o', 't', '-', 'o', 'w', 't', 'w', '-', '-')",68
"('-', 'o', '-', '-', 'o', 't', 'w', 't', 'w')",52
"('w', '-', 'o', 'w', '-', '-', 'o', 't', 't')",62
"('o', 'o', '-', 'w', 't', 'w', '-', '-', 't')",79
"('t', 't', 'w', 'o', 'o', '-', '-', 'w', '-')",48
"('t', 'o', 'w', '-', 'w', '-', 'o', 't', '-')",44
"('-', 't', '-', 't', 'o', 'o', '-', 'w', 'w')",36
"('o', '-', '-', 't', '-', 't', 'w', 'w', 'o')",60
"('-', 't', 'o', 'w', '-', 'o', 't', '-', 'w')",51
"('-', 'w', 't', 'o', '-', 'w', '-', 'o', 't')",0
"('t', '-', '-', '-', 'o', 't', 'w', 'o', 'w')",0
"('o', 't', 'w', 'o', 't', '-', '-', 'w', '-')",54
"('o', 'o', 'w', '-', '-', 'w', 't', 't', '-')",53
"('w', 't', 't', 'w', '-', 'o', '-', 'o', '-')",58
"('o', 'o', 'w', 'w', 't', '-', 't', '-', '-')",70
"('-', 't', 'w', '-', 'w', '-', 'o', 'o', 't')",62
"('w', 'o', '-', '-', 't', '-', 'w', 't', 'o')",0
"('-', 'w', '-', 't', 't', 'w', '-', 'o', 'o')",36
"('t', '-', '-', 'w', 'o', 'o', 'w', 't', '-')",0
"('o', '-', 'w', '-', 't', 't', 'w', 'o', '-')",57
"('w', 'o', '-', '-', '-', 'o', 't', 'w', 't')",62
"('t', 'w', 'o', '-', '-', 't', '-', 'w', 'o')",0
"('o', 't', 'w', '-', 't', 'o', '-', '-', 'w')",0
"('w', '-', '-', 'o', 'o', 't', 'w', 't', '-')",0
"('-', '-', '-', 't', 'o', 't', 'w', 'o', 'w')",0
"('-', 'w', '-', 't', 'w', 'o', 't', 'o', '-')",0
"('t', '-', 'o', 'o', 'w', 'w', '-', '-', 't')",65
"('w', '-', 't', 'w', 't', '-', '-', 'o', 'o')",38
"('t', '-', 'w', 'o', 'w', 't', '-', 'o', '-')",58
"('w', '-', 't', '-', 'w', '-', 't', 'o', 'o')",93
"('o', '-', '-', 't', '-', 'o', 't', 'w', 'w')",0
"('-', 't', '-', 'o', 't', '-', 'w', 'o', 'w')",60
"('w', '-', 't', 'o', '-', 'w', '-', 'o', 't')",0
"('w', 'w', '-', 'o', '-', '-', 'o', 't', 't')",0
"('-', 't', 'w', '-', 'w', 'o', '-', 'o', 't')",24
"('t', 'o', '-', '-', '-', 't', 'o', 'w', 'w')",70
"('-', '-', 'o', 'w', 'o', 'w', '-', 't', 't')",21
"('-', 't', 'w', '-', 'o', 'w', 't', '-', 'o')",62
"('-', 'w', 'o', '-', 'w', 'o', '-', 't', 't')",24
"('-', 'o', 't', '-', 't', 'w', 'o', '-', 'w')",0
"('t', '-', 'w', 'o', '-', 'w', 'o', '-', 't')",0
"('o', '-', 'w', '-', 't', 'w', '-', 't', 'o')",80
"('w', '-', 't', '-', 't', 'o', '-', 'o', 'w')",54
"('t', 't', 'o', '-', 'w', '-', 'o', '-', 'w')",83
"('-', '-', 't', '-', 'w', 'o', 'w', 'o', 't')",80
"('o', '-', 't', 'o', 'w', '-', 'w', '-', 't')",120
"('-', 't', '-', 't', 'w', 'o', 'w', 'o', '-')",63
"('w', 't', '-', '-', 'o', 't', 'w', '-', 'o')",0
"('o', 't', 'w', 'w', '-', '-', '-', 'o', 't')",77
"('t', 't', 'w', 'o', '-', '-', '-', 'w', 'o')",54
"('-', 'w', 't', 'o', 't', '-', 'o', 'w', '-')",0
"('-', '-', 'w', 'o', 'w', 'o', '-', 't', 't')",21
"('o', '-', 'w', 't', 'w', '-', '-', 'o', 't')",50
"('w', 't', 't', 'o', '-', 'o', '-', 'w', '-')",58
"('-', 't', 'w', '-', 't', 'o', '-', 'o', 'w')",80
"('-', 't', 'w', '-', 'w', 'o', 'o', 't', '-')",90
"('-', 'o', 't', '-', 'w', '-', 'w', 't', 'o')",62
"('-', 'w', 't', '-', 'w', '-', 'o', 'o', 't')",120
"('-', 'o', '-', 't', 'o', 'w', 'w', 't', '-')",76
"('w', 't', 'o', '-', 't', 'w', 'o', '-', '-')",66
"('w', 'o', 't', '-', 'w', 'o', 't', '-', '-')",79
"('w', 't', '-', 't', 'o', 'w', '-', '-', 'o')",79
"('o', '-', 't', '-', 'w', 'o', 'w', 't', '-')",56
"('-', '-', 'w', 't', '-', 'o', 't', 'o', 'w')",0
"('o', '-', '-', 't', 'w', '-', 'o', 'w', 't')",0
"('w', '-', 't', '-', 'o', 'w', 'o', 't', '-')",56
"('o', '-', 'w', 't', 'o', 't', '-', 'w', '-')",75
"('o', '-', 'w', 'o', 'w', '-', 't', '-', 't')",79
"('o', '-', 'w', 't', '-', 'o', 't', '-', 'w')",0
"('t', 'o', '-', '-', '-', 't', 'w', 'o', 'w')",0
"('t', 'w', 't', 'o', 'w', 'o', '-', '-', '-')",42
"('t', 'w', 'o', 'w', '-', 't', 'o', '-', '-')",86
"('-', 'o', 'o', '-', 't', '-', 'w', 'w', 't')",62
"('w', 'o', '-', 'w', '-', '-', 't', 'o', 't')",90
"('w', '-', 't', 'o', '-', 'w', 'o', 't', '-')",0
"('t', '-', 'o', 'o', 'w', 't', '-', '-', 'w')",56
"('-', 'o', '-', 'w', 't', '-', 'o', 'w', 't')",52
"('w', 't', 'o', 't', '-', 'w', '-', 'o', '-')",75
"('w', 't', '-', 't', 'w', '-', 'o', '-', 'o')",20
"('-', 'w', 'w', '-', 't', 'o', '-', 't', 'o')",960
"('t', '-', 't', '-', 'o', 'o', 'w', '-', 'w')",36
"('t', '-', 't', 'w', '-', 'o', '-', 'w', 'o')",0
"('-', 'o', '-', '-', 'w', 't', 'w', 't', 'o')",62
"('-', 'w', 'w', 'o', '-', 't', 't', 'o', '-')",57
"('t', '-', '-', 't', 'o', 'w', 'o', '-', 'w')",120
"('w', 't', '-', 'w', '-', '-', 'o', 't', 'o')",90
"('-', 't', '-', 't', 'w', 'o', 'o', 'w', '-')",0
